hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Metro Care Hospital,Urban,350,10,3,0,2,0.223,1,127.1,3.2
Northside Community Hospital,Urban,200,2,6,14,5,0.222,0,235.6,1.0
Riverside Medical Center,Rural,120,7,2,6,3,0.27,1,154.6,2.0
St. Jude General Hospital,Rural,250,7,2,16,2,0.296,0,142.5,2.3
Metro Care Hospital,Urban,350,11,0,2,2,0.179,1,154.3,2.0
Riverside Medical Center,Rural,120,4,1,10,3,0.175,1,196.4,1.0
Metro Care Hospital,Urban,350,4,0,5,3,0.25,0,158.6,1.3
Riverside Medical Center,Rural,120,1,4,5,3,0.238,1,191.7,1.0
St. Jude General Hospital,Rural,250,2,5,14,1,0.151,0,198.8,1.5
St. Jude General Hospital,Rural,250,9,5,6,2,0.255,1,146.5,1.6
Valley Health Infirmary,Rural,120,10,5,10,3,0.2,0,210.5,1.0
Riverside Medical Center,Rural,120,8,1,16,3,0.247,1,190.2,1.0
Valley Health Infirmary,Rural,120,8,0,22,1,0.164,1,223.2,1.0
Riverside Medical Center,Rural,120,9,6,17,3,0.256,1,180.6,1.0
Valley Health Infirmary,Rural,120,7,3,21,3,0.275,0,172.6,1.0
St. Jude General Hospital,Rural,250,9,4,23,4,0.345,0,134.4,2.3
Metro Care Hospital,Urban,350,10,5,20,2,0.33,0,139.8,2.1
Valley Health Infirmary,Rural,120,12,6,18,4,0.206,0,261.3,1.0
Riverside Medical Center,Rural,120,2,2,7,5,0.207,0,225.5,1.0
Riverside Medical Center,Rural,120,6,0,23,5,0.221,1,196.0,1.0
St. Jude General Hospital,Rural,250,3,4,19,4,0.126,1,293.5,1.0
Riverside Medical Center,Rural,120,11,4,7,4,0.158,1,209.4,1.0
Northside Community Hospital,Urban,200,6,2,20,2,0.134,1,245.2,1.0
Metro Care Hospital,Urban,350,3,2,10,3,0.28,1,133.3,2.6
Valley Health Infirmary,Rural,120,8,2,20,3,0.196,1,209.6,1.0
Metro Care Hospital,Urban,350,11,5,2,3,0.135,1,224.7,1.0
St. Jude General Hospital,Rural,250,4,5,22,3,0.279,1,166.8,1.5
Valley Health Infirmary,Rural,120,12,0,13,3,0.232,1,185.7,1.6
Valley Health Infirmary,Rural,120,10,2,8,5,0.286,1,175.2,1.0
Northside Community Hospital,Urban,200,6,3,0,2,0.258,1,137.7,1.8
St. Jude General Hospital,Rural,250,9,4,0,2,0.157,1,177.7,1.0
Riverside Medical Center,Rural,120,2,2,11,3,0.123,1,280.3,1.0
Northside Community Hospital,Urban,200,2,4,10,2,0.278,1,137.2,2.9
Northside Community Hospital,Urban,200,7,1,20,3,0.149,1,231.8,1.0
Metro Care Hospital,Urban,350,2,6,0,1,0.22,1,158.8,1.0
Metro Care Hospital,Urban,350,2,1,19,3,0.217,1,187.8,1.6
Metro Care Hospital,Urban,350,4,2,11,3,0.332,1,124.1,2.6
Northside Community Hospital,Urban,200,9,4,16,1,0.247,0,161.4,1.3
Riverside Medical Center,Rural,120,8,6,14,2,0.241,1,187.9,1.0
Valley Health Infirmary,Rural,120,2,1,1,3,0.161,1,224.4,1.0
Metro Care Hospital,Urban,350,8,2,17,3,0.317,0,162.1,2.4
Riverside Medical Center,Rural,120,4,4,15,3,0.261,1,188.0,1.1
St. Jude General Hospital,Rural,250,2,2,3,3,0.099,1,327.2,1.0
Metro Care Hospital,Urban,350,11,5,7,3,0.248,1,137.0,2.1
Valley Health Infirmary,Rural,120,10,4,1,3,0.204,1,193.1,1.0
St. Jude General Hospital,Rural,250,7,1,13,1,0.103,1,229.0,1.0
St. Jude General Hospital,Rural,250,6,2,14,4,0.219,1,190.3,1.0
Valley Health Infirmary,Rural,120,10,1,8,1,0.298,1,113.8,2.8
Metro Care Hospital,Urban,350,5,2,1,4,0.236,1,158.5,1.6
Northside Community Hospital,Urban,200,11,0,16,3,0.267,0,184.1,1.0
Valley Health Infirmary,Rural,120,1,1,9,3,0.241,1,163.5,1.0
Valley Health Infirmary,Rural,120,2,1,8,4,0.235,1,162.6,1.0
Valley Health Infirmary,Rural,120,8,3,1,4,0.199,1,225.8,1.0
St. Jude General Hospital,Rural,250,1,6,23,5,0.181,0,227.4,1.0
Riverside Medical Center,Rural,120,3,5,18,3,0.121,0,292.7,1.0
Northside Community Hospital,Urban,200,2,1,16,2,0.121,1,283.3,1.0
Metro Care Hospital,Urban,350,5,4,10,4,0.339,1,143.3,2.0
Metro Care Hospital,Urban,350,4,6,16,1,0.314,1,136.0,1.9
Riverside Medical Center,Rural,120,7,2,9,4,0.168,1,230.4,1.0
Valley Health Infirmary,Rural,120,5,0,17,3,0.212,0,189.8,1.0
Northside Community Hospital,Urban,200,8,4,22,5,0.324,1,171.6,1.1
Metro Care Hospital,Urban,350,4,6,5,4,0.178,1,197.3,1.0
Metro Care Hospital,Urban,350,12,4,15,1,0.209,1,164.5,1.4
Valley Health Infirmary,Rural,120,6,4,17,3,0.125,1,249.4,1.0
Riverside Medical Center,Rural,120,4,4,19,2,0.263,1,162.5,1.9
Northside Community Hospital,Urban,200,2,6,17,1,0.304,0,142.8,2.0
Riverside Medical Center,Rural,120,1,0,0,3,0.287,1,182.0,1.4
Riverside Medical Center,Rural,120,1,3,2,1,0.218,1,159.6,1.0
Northside Community Hospital,Urban,200,8,5,14,4,0.239,1,212.4,1.6
Northside Community Hospital,Urban,200,4,1,19,5,0.251,1,200.5,1.0
Metro Care Hospital,Urban,350,5,6,9,3,0.135,1,219.0,1.0
Metro Care Hospital,Urban,350,11,4,20,2,0.157,0,184.2,1.0
Northside Community Hospital,Urban,200,8,1,4,4,0.32,1,143.1,1.1
St. Jude General Hospital,Rural,250,12,6,14,4,0.144,1,266.5,1.0
Metro Care Hospital,Urban,350,7,1,22,4,0.189,1,197.5,1.2
St. Jude General Hospital,Rural,250,8,4,13,3,0.218,0,157.9,1.0
Northside Community Hospital,Urban,200,8,3,14,4,0.316,1,179.7,1.5
Metro Care Hospital,Urban,350,6,6,9,2,0.279,1,141.9,2.6
Riverside Medical Center,Rural,120,10,1,23,5,0.265,0,162.3,2.1
Northside Community Hospital,Urban,200,2,2,8,5,0.219,0,224.5,1.0
Valley Health Infirmary,Rural,120,6,1,11,4,0.281,1,142.1,1.8
St. Jude General Hospital,Rural,250,1,5,6,2,0.238,1,172.9,1.6
Northside Community Hospital,Urban,200,1,4,4,4,0.303,1,153.2,1.8
Northside Community Hospital,Urban,200,11,0,23,3,0.245,0,136.3,2.2
Metro Care Hospital,Urban,350,3,1,9,3,0.217,1,154.3,1.3
Metro Care Hospital,Urban,350,3,3,7,4,0.306,1,140.4,1.1
Metro Care Hospital,Urban,350,11,2,21,1,0.304,1,126.2,2.6
Valley Health Infirmary,Rural,120,5,2,19,3,0.159,0,216.8,1.0
Metro Care Hospital,Urban,350,1,0,15,4,0.139,1,276.5,1.0
Northside Community Hospital,Urban,200,10,5,11,4,0.34,0,175.1,1.0
Metro Care Hospital,Urban,350,6,0,8,4,0.222,0,166.0,1.2
Riverside Medical Center,Rural,120,7,5,9,2,0.216,1,157.7,1.0
Metro Care Hospital,Urban,350,10,1,15,4,0.191,1,180.1,1.5
Valley Health Infirmary,Rural,120,12,4,9,2,0.194,1,189.2,1.1
Riverside Medical Center,Rural,120,11,3,8,4,0.291,0,151.9,2.2
Northside Community Hospital,Urban,200,3,2,2,2,0.231,1,129.7,1.6
Northside Community Hospital,Urban,200,4,0,18,4,0.192,1,212.7,1.0
St. Jude General Hospital,Rural,250,10,3,10,3,0.142,1,202.9,1.4
Riverside Medical Center,Rural,120,11,5,5,5,0.334,0,177.2,1.0
St. Jude General Hospital,Rural,250,10,4,5,3,0.32,0,115.9,2.5
Riverside Medical Center,Rural,120,12,2,14,3,0.274,0,219.2,1.0
Riverside Medical Center,Rural,120,10,2,14,3,0.28,1,158.8,1.1
Valley Health Infirmary,Rural,120,10,5,12,4,0.239,1,186.9,1.1
St. Jude General Hospital,Rural,250,10,4,21,3,0.326,1,125.7,2.1
Valley Health Infirmary,Rural,120,3,2,4,1,0.302,1,97.1,3.5
Riverside Medical Center,Rural,120,1,4,13,3,0.282,1,152.4,1.0
Northside Community Hospital,Urban,200,8,2,20,4,0.178,1,226.9,1.0
Riverside Medical Center,Rural,120,10,1,1,2,0.217,1,150.7,1.4
Valley Health Infirmary,Rural,120,10,5,22,2,0.283,0,166.0,1.2
St. Jude General Hospital,Rural,250,2,4,11,3,0.172,1,198.7,1.0
St. Jude General Hospital,Rural,250,1,3,19,4,0.216,1,223.7,1.0
Valley Health Infirmary,Rural,120,8,1,13,2,0.25,1,154.6,1.5
St. Jude General Hospital,Rural,250,7,6,18,5,0.195,0,220.6,1.0
Metro Care Hospital,Urban,350,7,3,23,5,0.284,0,179.9,1.9
Northside Community Hospital,Urban,200,4,5,19,2,0.147,1,235.1,1.0
Northside Community Hospital,Urban,200,11,2,14,2,0.285,0,125.4,1.7
Northside Community Hospital,Urban,200,9,6,19,4,0.153,1,267.0,1.0
St. Jude General Hospital,Rural,250,6,3,23,5,0.336,0,165.5,2.2
St. Jude General Hospital,Rural,250,2,1,16,4,0.182,0,215.0,1.0
Riverside Medical Center,Rural,120,1,6,13,3,0.281,0,179.8,2.1
Riverside Medical Center,Rural,120,1,6,22,2,0.215,0,220.1,1.0
Northside Community Hospital,Urban,200,9,4,17,3,0.141,0,250.2,1.0
Metro Care Hospital,Urban,350,4,0,21,3,0.254,1,167.1,1.3
Riverside Medical Center,Rural,120,5,3,23,3,0.33,1,128.1,1.9
Riverside Medical Center,Rural,120,3,0,4,3,0.156,1,192.3,1.0
St. Jude General Hospital,Rural,250,4,5,21,2,0.194,0,177.1,1.0
Metro Care Hospital,Urban,350,12,3,11,3,0.202,1,168.4,1.0
Northside Community Hospital,Urban,200,8,3,9,1,0.167,1,177.1,1.0
Riverside Medical Center,Rural,120,4,4,7,1,0.337,0,114.5,2.6
Metro Care Hospital,Urban,350,9,2,5,4,0.207,1,165.7,1.0
Metro Care Hospital,Urban,350,9,1,14,2,0.271,0,154.0,1.0
Northside Community Hospital,Urban,200,6,1,11,3,0.172,1,192.4,1.0
Metro Care Hospital,Urban,350,2,1,5,2,0.149,0,230.2,1.0
Metro Care Hospital,Urban,350,12,5,11,2,0.146,1,195.2,1.0
Metro Care Hospital,Urban,350,10,6,14,3,0.22,1,186.5,1.0
Riverside Medical Center,Rural,120,11,2,11,2,0.243,1,146.2,1.3
Northside Community Hospital,Urban,200,7,0,8,1,0.093,1,281.1,1.0
Metro Care Hospital,Urban,350,9,1,18,4,0.312,1,142.9,2.3
Metro Care Hospital,Urban,350,6,0,20,1,0.238,1,125.3,3.3
Riverside Medical Center,Rural,120,3,2,1,1,0.156,1,176.0,1.7
Northside Community Hospital,Urban,200,7,5,12,4,0.107,1,279.5,1.0
St. Jude General Hospital,Rural,250,5,2,12,2,0.135,1,196.8,1.5
Riverside Medical Center,Rural,120,1,4,7,4,0.161,1,218.9,1.0
Northside Community Hospital,Urban,200,3,6,12,2,0.235,0,169.4,1.3
Metro Care Hospital,Urban,350,5,1,3,2,0.318,1,124.1,2.2
Northside Community Hospital,Urban,200,7,5,5,3,0.299,0,181.0,1.0
Northside Community Hospital,Urban,200,3,4,5,5,0.311,1,164.3,2.5
Northside Community Hospital,Urban,200,6,1,20,1,0.196,0,170.1,1.0
St. Jude General Hospital,Rural,250,5,2,11,3,0.191,1,171.6,1.0
Northside Community Hospital,Urban,200,1,2,11,1,0.33,0,130.8,1.9
St. Jude General Hospital,Rural,250,10,3,16,2,0.277,0,162.4,1.6
Metro Care Hospital,Urban,350,6,3,6,5,0.19,0,202.5,1.0
St. Jude General Hospital,Rural,250,8,2,14,1,0.183,1,184.0,1.0
Metro Care Hospital,Urban,350,1,2,23,4,0.201,0,203.6,1.0
Metro Care Hospital,Urban,350,2,0,16,2,0.244,1,171.6,1.0
St. Jude General Hospital,Rural,250,4,6,9,4,0.327,1,139.0,1.3
Riverside Medical Center,Rural,120,12,0,22,3,0.139,1,260.7,1.0
Valley Health Infirmary,Rural,120,2,6,19,4,0.122,0,319.1,1.0
Northside Community Hospital,Urban,200,11,4,5,2,0.213,1,138.7,1.6
Valley Health Infirmary,Rural,120,9,3,8,4,0.176,1,194.4,1.0
Northside Community Hospital,Urban,200,10,3,14,3,0.252,0,181.2,1.0
Northside Community Hospital,Urban,200,8,2,15,3,0.266,1,187.5,1.0
Metro Care Hospital,Urban,350,8,2,20,4,0.173,1,228.3,1.0
Northside Community Hospital,Urban,200,4,4,7,3,0.278,1,135.0,2.7
Northside Community Hospital,Urban,200,5,5,15,4,0.199,0,222.1,1.0
St. Jude General Hospital,Rural,250,4,5,4,3,0.266,1,163.8,1.0
Valley Health Infirmary,Rural,120,9,5,17,3,0.266,1,180.1,1.0
St. Jude General Hospital,Rural,250,2,3,19,4,0.146,0,248.4,1.0
Northside Community Hospital,Urban,200,11,0,13,2,0.266,1,135.4,2.6
Metro Care Hospital,Urban,350,8,5,1,3,0.181,1,193.0,1.0
St. Jude General Hospital,Rural,250,2,1,22,5,0.172,1,275.9,1.0
St. Jude General Hospital,Rural,250,1,4,22,3,0.173,1,217.0,1.0
Riverside Medical Center,Rural,120,10,5,2,2,0.199,1,190.2,1.0
Northside Community Hospital,Urban,200,3,1,13,3,0.301,1,127.9,1.8
Metro Care Hospital,Urban,350,9,5,6,4,0.176,1,211.7,1.0
St. Jude General Hospital,Rural,250,12,0,14,5,0.258,1,204.3,1.0
St. Jude General Hospital,Rural,250,3,0,16,5,0.327,1,160.8,1.7
Metro Care Hospital,Urban,350,9,5,0,3,0.201,1,177.5,1.2
Northside Community Hospital,Urban,200,7,1,8,3,0.102,1,268.5,1.0
Riverside Medical Center,Rural,120,10,4,21,2,0.126,1,246.9,1.0
St. Jude General Hospital,Rural,250,1,1,13,2,0.12,1,226.6,1.0
Riverside Medical Center,Rural,120,10,4,15,1,0.145,1,213.6,1.0
Valley Health Infirmary,Rural,120,5,5,20,1,0.292,1,168.8,1.2
Northside Community Hospital,Urban,200,9,4,12,4,0.188,0,205.5,1.0
Valley Health Infirmary,Rural,120,12,2,5,4,0.26,1,181.7,1.2
Valley Health Infirmary,Rural,120,3,3,21,3,0.13,1,240.3,1.0
Valley Health Infirmary,Rural,120,9,6,0,5,0.188,1,228.5,1.0
Northside Community Hospital,Urban,200,5,3,20,5,0.174,0,251.1,1.0
Northside Community Hospital,Urban,200,9,0,3,3,0.184,1,159.5,1.7
Metro Care Hospital,Urban,350,10,2,2,3,0.164,1,188.3,1.0
Riverside Medical Center,Rural,120,6,3,16,2,0.262,0,186.1,1.0
Riverside Medical Center,Rural,120,9,5,1,3,0.272,1,171.6,1.2
Metro Care Hospital,Urban,350,7,4,18,2,0.127,1,216.2,1.0
Metro Care Hospital,Urban,350,7,4,19,3,0.262,1,155.0,1.0
Valley Health Infirmary,Rural,120,8,1,22,5,0.152,1,265.6,1.0
Metro Care Hospital,Urban,350,7,1,21,3,0.17,1,210.0,1.0
St. Jude General Hospital,Rural,250,12,4,7,2,0.272,1,149.7,2.8
Riverside Medical Center,Rural,120,9,5,14,3,0.327,1,184.0,1.4
Metro Care Hospital,Urban,350,11,4,5,3,0.31,0,117.2,2.4
St. Jude General Hospital,Rural,250,9,1,22,2,0.154,0,209.8,1.0
St. Jude General Hospital,Rural,250,6,3,19,2,0.35,1,117.6,1.4
St. Jude General Hospital,Rural,250,7,0,1,5,0.259,1,174.2,2.3
St. Jude General Hospital,Rural,250,2,1,14,2,0.214,1,202.4,1.0
Valley Health Infirmary,Rural,120,9,5,19,4,0.34,1,193.3,1.3
St. Jude General Hospital,Rural,250,12,3,11,3,0.282,0,164.6,1.1
Valley Health Infirmary,Rural,120,1,3,2,3,0.239,1,169.3,1.0
Valley Health Infirmary,Rural,120,1,3,9,2,0.288,0,151.2,1.1
St. Jude General Hospital,Rural,250,3,2,13,4,0.209,1,178.4,1.0
Riverside Medical Center,Rural,120,12,2,21,4,0.239,0,225.8,1.0
St. Jude General Hospital,Rural,250,6,6,13,2,0.164,1,201.2,1.0
St. Jude General Hospital,Rural,250,5,3,2,1,0.347,0,91.6,2.7
St. Jude General Hospital,Rural,250,2,5,0,2,0.218,1,199.1,1.0
Riverside Medical Center,Rural,120,9,4,19,4,0.307,1,156.2,1.4
Northside Community Hospital,Urban,200,10,5,0,3,0.214,0,175.3,1.4
Northside Community Hospital,Urban,200,4,2,1,2,0.294,0,133.9,3.1
Valley Health Infirmary,Rural,120,4,1,18,3,0.209,0,188.6,1.3
Valley Health Infirmary,Rural,120,5,6,23,3,0.256,1,179.1,1.1
Riverside Medical Center,Rural,120,8,2,9,4,0.282,1,172.4,1.0
Metro Care Hospital,Urban,350,10,4,3,3,0.147,1,217.7,1.0
Northside Community Hospital,Urban,200,4,0,3,2,0.202,0,152.8,1.7
Valley Health Infirmary,Rural,120,5,6,12,2,0.245,1,156.0,1.6
Northside Community Hospital,Urban,200,12,2,8,3,0.159,1,240.6,1.0
Riverside Medical Center,Rural,120,4,5,6,1,0.191,1,162.5,1.3
Riverside Medical Center,Rural,120,6,6,15,4,0.185,1,253.2,1.0
Metro Care Hospital,Urban,350,12,5,17,3,0.138,0,268.9,1.0
Metro Care Hospital,Urban,350,3,3,2,3,0.315,1,132.6,1.7
Riverside Medical Center,Rural,120,8,3,19,3,0.316,1,168.5,1.5
Valley Health Infirmary,Rural,120,6,3,19,4,0.281,1,185.2,1.0
Northside Community Hospital,Urban,200,10,6,9,3,0.127,0,237.8,1.0
St. Jude General Hospital,Rural,250,5,0,23,4,0.301,1,122.2,1.7
Metro Care Hospital,Urban,350,2,4,21,3,0.223,1,191.5,1.2
St. Jude General Hospital,Rural,250,10,6,15,4,0.294,1,225.9,1.0
Valley Health Infirmary,Rural,120,10,1,2,3,0.221,1,158.5,1.9
Metro Care Hospital,Urban,350,7,5,10,2,0.115,1,242.6,1.0
St. Jude General Hospital,Rural,250,2,5,9,1,0.256,1,164.7,1.4
Valley Health Infirmary,Rural,120,1,6,15,5,0.201,0,274.7,1.0
Northside Community Hospital,Urban,200,7,6,7,5,0.296,1,190.2,1.0
Valley Health Infirmary,Rural,120,5,4,8,4,0.29,0,148.4,1.7
Metro Care Hospital,Urban,350,1,0,14,4,0.163,0,260.7,1.0
Riverside Medical Center,Rural,120,4,6,20,2,0.287,1,183.3,1.1
Northside Community Hospital,Urban,200,12,3,2,3,0.213,1,203.3,1.0
St. Jude General Hospital,Rural,250,4,4,3,5,0.166,1,233.3,1.0
Metro Care Hospital,Urban,350,10,1,12,4,0.217,0,148.5,1.6
Riverside Medical Center,Rural,120,7,3,11,3,0.161,1,207.7,1.0
Valley Health Infirmary,Rural,120,9,1,20,3,0.121,0,269.3,1.0
Riverside Medical Center,Rural,120,2,2,8,3,0.164,1,210.2,1.0
Metro Care Hospital,Urban,350,12,1,13,3,0.135,1,220.9,1.0
Metro Care Hospital,Urban,350,1,3,18,3,0.1,1,308.0,1.0
Riverside Medical Center,Rural,120,2,2,6,3,0.272,1,178.3,1.0
Valley Health Infirmary,Rural,120,7,3,15,1,0.113,1,277.3,1.0
Riverside Medical Center,Rural,120,10,5,21,4,0.223,1,212.5,1.0
Metro Care Hospital,Urban,350,6,3,19,4,0.216,0,179.7,1.0
Metro Care Hospital,Urban,350,4,2,4,4,0.162,1,222.7,1.0
St. Jude General Hospital,Rural,250,1,1,9,4,0.305,1,164.1,1.1
St. Jude General Hospital,Rural,250,1,5,17,3,0.232,1,191.6,1.0
Northside Community Hospital,Urban,200,5,0,10,4,0.307,1,153.2,2.3
Metro Care Hospital,Urban,350,1,0,6,3,0.205,1,165.2,1.0
St. Jude General Hospital,Rural,250,12,0,13,5,0.257,1,190.6,1.0
Riverside Medical Center,Rural,120,7,0,19,2,0.317,0,140.7,1.9
Valley Health Infirmary,Rural,120,11,4,17,5,0.2,1,245.3,1.0
Riverside Medical Center,Rural,120,1,0,10,2,0.208,1,185.1,1.0
Valley Health Infirmary,Rural,120,1,2,21,2,0.224,1,182.6,1.0
St. Jude General Hospital,Rural,250,2,6,11,3,0.324,0,165.0,1.6
Northside Community Hospital,Urban,200,11,0,17,3,0.174,0,219.2,1.0
Riverside Medical Center,Rural,120,12,3,1,2,0.265,1,155.6,1.9
Riverside Medical Center,Rural,120,10,6,22,3,0.152,1,268.8,1.0
Riverside Medical Center,Rural,120,3,0,0,4,0.333,1,161.7,1.4
Valley Health Infirmary,Rural,120,11,6,22,2,0.256,1,173.3,1.8
St. Jude General Hospital,Rural,250,1,1,9,3,0.289,1,153.2,2.1
Riverside Medical Center,Rural,120,9,2,20,3,0.326,1,145.8,1.5
Riverside Medical Center,Rural,120,10,2,0,3,0.248,0,136.3,2.7
Northside Community Hospital,Urban,200,8,6,5,3,0.266,1,159.1,1.8
Northside Community Hospital,Urban,200,5,5,6,3,0.281,1,146.7,2.4
St. Jude General Hospital,Rural,250,11,4,16,5,0.226,1,225.6,1.0
St. Jude General Hospital,Rural,250,2,3,8,3,0.193,1,176.0,1.4
Metro Care Hospital,Urban,350,5,6,6,4,0.163,1,212.9,1.0
Northside Community Hospital,Urban,200,6,2,16,4,0.208,1,209.1,1.0
Metro Care Hospital,Urban,350,1,1,2,4,0.328,1,145.3,1.0
Valley Health Infirmary,Rural,120,11,0,15,2,0.182,1,209.4,1.0
Metro Care Hospital,Urban,350,4,2,4,2,0.295,1,105.5,2.7
Riverside Medical Center,Rural,120,9,1,19,3,0.134,0,244.0,1.0
Metro Care Hospital,Urban,350,2,0,17,4,0.202,0,239.4,1.0
St. Jude General Hospital,Rural,250,5,4,0,2,0.133,1,190.8,1.0
Valley Health Infirmary,Rural,120,1,2,3,5,0.205,1,236.0,1.0
Riverside Medical Center,Rural,120,4,2,22,2,0.126,0,237.4,1.0
Metro Care Hospital,Urban,350,4,6,10,2,0.261,0,119.4,1.9
Valley Health Infirmary,Rural,120,6,6,19,2,0.255,1,175.4,1.0
Valley Health Infirmary,Rural,120,10,1,8,3,0.304,1,168.9,1.6
Riverside Medical Center,Rural,120,9,5,7,5,0.254,1,182.3,1.4
Metro Care Hospital,Urban,350,3,6,7,2,0.333,0,107.4,2.6
Valley Health Infirmary,Rural,120,9,3,4,3,0.3,0,156.2,1.0
Valley Health Infirmary,Rural,120,6,4,11,2,0.151,1,183.7,1.0
Northside Community Hospital,Urban,200,7,3,0,3,0.17,1,191.5,1.0
Valley Health Infirmary,Rural,120,12,2,14,2,0.109,1,291.6,1.0
Northside Community Hospital,Urban,200,10,3,17,3,0.209,1,188.6,1.0
Metro Care Hospital,Urban,350,2,0,5,3,0.218,1,178.0,1.4
Metro Care Hospital,Urban,350,11,4,9,3,0.338,1,111.8,1.8
Metro Care Hospital,Urban,350,10,3,13,2,0.24,0,126.2,2.2
St. Jude General Hospital,Rural,250,6,0,20,2,0.3,1,139.6,1.0
Metro Care Hospital,Urban,350,6,1,7,3,0.182,0,159.2,1.0
Valley Health Infirmary,Rural,120,2,3,2,4,0.122,1,253.8,1.0
Riverside Medical Center,Rural,120,2,4,21,5,0.274,0,248.5,1.0
Northside Community Hospital,Urban,200,2,0,21,4,0.153,0,253.7,1.0
St. Jude General Hospital,Rural,250,10,3,18,5,0.32,1,172.2,2.4
Metro Care Hospital,Urban,350,12,1,11,3,0.128,1,238.8,1.0
Metro Care Hospital,Urban,350,1,3,11,3,0.292,1,134.6,1.8
Riverside Medical Center,Rural,120,5,0,14,1,0.298,1,148.1,1.2
Riverside Medical Center,Rural,120,8,3,6,3,0.245,1,170.8,1.7
St. Jude General Hospital,Rural,250,2,4,3,3,0.28,0,155.1,2.9
Northside Community Hospital,Urban,200,5,2,20,4,0.196,1,206.7,1.0
Metro Care Hospital,Urban,350,12,0,8,2,0.138,1,195.6,1.0
St. Jude General Hospital,Rural,250,8,0,21,3,0.142,0,246.1,1.0
Valley Health Infirmary,Rural,120,10,0,15,3,0.182,1,213.7,1.0
Valley Health Infirmary,Rural,120,5,0,12,3,0.223,0,158.7,1.9
St. Jude General Hospital,Rural,250,2,3,3,2,0.284,1,148.6,1.3
Metro Care Hospital,Urban,350,3,4,23,4,0.141,1,234.6,1.0
St. Jude General Hospital,Rural,250,6,1,8,2,0.331,1,109.5,2.5
Metro Care Hospital,Urban,350,11,4,20,5,0.333,0,167.9,1.0
Riverside Medical Center,Rural,120,11,0,17,5,0.287,1,188.2,1.0
St. Jude General Hospital,Rural,250,5,5,14,3,0.327,1,163.1,1.1
Metro Care Hospital,Urban,350,11,3,14,3,0.297,0,143.8,1.0
St. Jude General Hospital,Rural,250,4,5,5,4,0.242,1,166.0,1.2
St. Jude General Hospital,Rural,250,4,3,10,3,0.258,0,148.3,1.8
Metro Care Hospital,Urban,350,5,0,7,1,0.264,0,106.2,2.1
Metro Care Hospital,Urban,350,2,3,20,5,0.123,0,297.8,1.0
Northside Community Hospital,Urban,200,9,0,16,3,0.164,1,213.2,1.0
St. Jude General Hospital,Rural,250,2,4,23,2,0.214,0,177.8,1.0
Valley Health Infirmary,Rural,120,10,6,16,3,0.147,1,232.5,1.0
St. Jude General Hospital,Rural,250,2,2,23,2,0.312,0,114.9,2.5
St. Jude General Hospital,Rural,250,10,3,17,2,0.237,0,163.1,2.0
Metro Care Hospital,Urban,350,9,0,3,3,0.207,0,170.1,2.0
St. Jude General Hospital,Rural,250,3,5,14,3,0.156,1,236.3,1.0
St. Jude General Hospital,Rural,250,10,0,1,3,0.216,0,160.5,2.5
Valley Health Infirmary,Rural,120,7,5,1,5,0.168,0,238.9,1.0
Metro Care Hospital,Urban,350,4,3,9,4,0.14,1,190.3,1.0
St. Jude General Hospital,Rural,250,6,1,2,1,0.342,1,80.3,2.5
Riverside Medical Center,Rural,120,4,5,7,1,0.181,0,180.5,1.7
Northside Community Hospital,Urban,200,10,0,19,3,0.279,1,146.8,2.0
Valley Health Infirmary,Rural,120,7,3,6,3,0.117,0,245.0,1.0
St. Jude General Hospital,Rural,250,1,0,11,4,0.31,1,147.0,1.0
Riverside Medical Center,Rural,120,3,1,18,3,0.256,1,168.2,1.3
St. Jude General Hospital,Rural,250,3,2,14,2,0.271,0,162.6,2.6
St. Jude General Hospital,Rural,250,1,6,13,3,0.268,0,169.5,1.5
Metro Care Hospital,Urban,350,6,6,15,4,0.259,1,200.5,1.0
Metro Care Hospital,Urban,350,11,1,13,5,0.136,1,228.0,1.0
Metro Care Hospital,Urban,350,9,4,2,2,0.219,0,152.0,1.7
Riverside Medical Center,Rural,120,8,3,17,3,0.158,0,243.4,1.0
St. Jude General Hospital,Rural,250,11,1,21,2,0.232,1,156.7,1.2
Northside Community Hospital,Urban,200,7,2,5,3,0.196,1,180.9,1.3
Valley Health Infirmary,Rural,120,10,0,16,1,0.31,0,116.8,2.3
Metro Care Hospital,Urban,350,8,3,22,5,0.157,0,245.2,1.0
Metro Care Hospital,Urban,350,6,5,13,3,0.166,0,211.2,1.0
St. Jude General Hospital,Rural,250,9,1,13,4,0.34,0,141.7,1.8
St. Jude General Hospital,Rural,250,3,2,19,5,0.338,1,152.7,1.1
Riverside Medical Center,Rural,120,10,1,12,2,0.348,0,114.2,3.0
Riverside Medical Center,Rural,120,10,4,2,3,0.251,1,157.8,1.0
Metro Care Hospital,Urban,350,9,6,12,4,0.146,1,234.6,1.0
St. Jude General Hospital,Rural,250,4,6,23,3,0.322,1,136.5,1.3
Northside Community Hospital,Urban,200,7,3,1,3,0.131,1,231.6,1.0
Valley Health Infirmary,Rural,120,9,0,8,3,0.156,1,218.0,1.0
St. Jude General Hospital,Rural,250,2,2,12,3,0.145,1,223.7,1.0
St. Jude General Hospital,Rural,250,2,1,7,3,0.248,1,159.4,1.0
