hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Northside Community Hospital,Rural,48,6,4,6,4,1.0,1,14,4
Riverside Medical Center,Urban,126,11,3,10,2,0.3333333333333333,10,77,3
Summit Health Center,Urban,162,12,3,22,2,0.25,1,142,1
Riverside Medical Center,Urban,135,6,5,0,4,1.0,3,19,5
Springfield General Hospital,Urban,105,10,6,12,2,0.25,1,51,3
Riverside Medical Center,Urban,185,1,5,18,2,0.25,10,129,1
St. Mary’s Regional Health,Rural,18,3,0,10,4,1.0,1,15,5
Summit Health Center,Urban,70,5,2,15,3,0.25,4,50,4
Northside Community Hospital,Rural,27,2,3,0,1,0.25,3,235,1
Northside Community Hospital,Rural,25,8,2,8,4,0.5,3,9,5
St. Mary’s Regional Health,Rural,19,8,6,9,4,0.5,1,8,4
Summit Health Center,Urban,168,2,1,23,3,0.25,3,89,2
Riverside Medical Center,Urban,78,8,6,7,1,0.2,8,192,1
Summit Health Center,Urban,104,7,1,22,1,0.2,4,193,1
St. Mary’s Regional Health,Rural,39,12,2,12,2,0.3333333333333333,1,154,1
St. Mary’s Regional Health,Rural,50,1,6,22,1,0.25,3,123,1
Springfield General Hospital,Urban,61,8,4,12,2,0.25,10,94,2
Riverside Medical Center,Urban,188,10,5,1,3,0.25,10,30,4
Summit Health Center,Urban,118,2,0,23,2,0.3333333333333333,2,75,2
St. Mary’s Regional Health,Rural,24,11,6,11,4,0.5,1,21,5
St. Mary’s Regional Health,Rural,35,6,0,13,4,1.0,3,27,4
Springfield General Hospital,Urban,75,4,5,20,1,0.25,2,150,1
Springfield General Hospital,Urban,192,4,2,4,1,0.2,2,156,1
Riverside Medical Center,Urban,162,4,3,12,1,0.2,7,140,1
Summit Health Center,Urban,190,5,3,16,1,0.2,7,110,2
Riverside Medical Center,Urban,113,10,2,1,2,0.25,6,68,3
Summit Health Center,Urban,185,9,2,17,3,0.25,8,38,4
Riverside Medical Center,Urban,120,6,2,21,4,0.5,1,24,4
St. Mary’s Regional Health,Rural,17,4,1,1,2,0.25,0,68,3
Northside Community Hospital,Rural,37,8,3,9,1,0.25,2,283,1
Summit Health Center,Urban,68,7,3,5,3,0.25,5,39,4
St. Mary’s Regional Health,Rural,40,11,2,11,3,0.3333333333333333,0,30,4
Springfield General Hospital,Urban,92,9,3,2,4,0.5,4,14,5
Springfield General Hospital,Urban,185,5,4,20,1,0.25,10,186,1
Springfield General Hospital,Urban,88,3,0,10,1,0.2,2,161,1
Summit Health Center,Urban,168,7,2,18,3,0.25,3,57,3
Summit Health Center,Urban,64,2,6,7,4,1.0,9,14,5
Springfield General Hospital,Urban,126,3,5,16,3,0.3333333333333333,2,44,3
St. Mary’s Regional Health,Rural,49,3,2,16,4,0.5,2,18,5
Riverside Medical Center,Urban,115,2,4,20,3,0.3333333333333333,5,42,4
St. Mary’s Regional Health,Rural,38,11,4,14,3,0.25,2,52,4
St. Mary’s Regional Health,Rural,21,2,6,16,2,0.25,2,81,2
Riverside Medical Center,Urban,164,11,4,11,4,1.0,1,22,4
St. Mary’s Regional Health,Rural,41,6,6,13,3,0.3333333333333333,1,22,5
Summit Health Center,Urban,73,12,6,18,2,0.3333333333333333,9,114,2
Springfield General Hospital,Urban,162,8,2,18,3,0.3333333333333333,10,38,3
St. Mary’s Regional Health,Rural,32,12,6,21,2,0.3333333333333333,1,127,1
Northside Community Hospital,Rural,12,1,1,13,2,0.3333333333333333,0,75,2
Summit Health Center,Urban,119,1,2,9,3,0.25,10,65,3
St. Mary’s Regional Health,Rural,21,4,0,19,4,1.0,0,23,4
Northside Community Hospital,Rural,15,4,6,21,1,0.25,0,164,1
Summit Health Center,Urban,92,11,6,5,1,0.25,5,107,2
St. Mary’s Regional Health,Rural,30,9,2,15,2,0.25,1,63,2
Riverside Medical Center,Urban,114,1,3,21,4,1.0,10,20,4
Springfield General Hospital,Urban,99,9,6,4,4,0.5,6,14,4
St. Mary’s Regional Health,Rural,13,4,4,21,2,0.3333333333333333,1,98,2
St. Mary’s Regional Health,Rural,30,10,5,10,3,0.25,2,39,4
Springfield General Hospital,Urban,68,5,1,12,3,0.3333333333333333,4,29,4
Springfield General Hospital,Urban,119,5,0,11,1,0.2,9,224,1
Summit Health Center,Urban,130,3,6,2,3,0.3333333333333333,10,31,4
Springfield General Hospital,Urban,87,1,1,21,2,0.25,7,121,1
Riverside Medical Center,Urban,179,11,5,12,1,0.2,8,107,1
Northside Community Hospital,Rural,42,1,6,14,2,0.25,3,108,2
St. Mary’s Regional Health,Rural,21,4,4,0,3,0.25,1,57,3
Summit Health Center,Urban,132,8,1,2,2,0.3333333333333333,6,92,2
Northside Community Hospital,Rural,37,5,4,8,4,1.0,1,22,5
Summit Health Center,Urban,163,5,3,0,3,0.3333333333333333,4,33,4
St. Mary’s Regional Health,Rural,49,7,2,20,3,0.3333333333333333,0,30,4
Springfield General Hospital,Urban,162,12,2,23,4,0.5,3,34,4
Northside Community Hospital,Rural,19,10,5,3,4,1.0,3,13,4
Riverside Medical Center,Urban,147,12,4,4,4,0.5,10,15,5
Northside Community Hospital,Rural,29,4,2,14,2,0.25,3,99,2
St. Mary’s Regional Health,Rural,19,12,1,3,3,0.3333333333333333,0,38,4
Summit Health Center,Urban,57,4,2,0,1,0.2,10,220,1
Riverside Medical Center,Urban,100,7,1,12,2,0.3333333333333333,1,82,2
Riverside Medical Center,Urban,116,10,6,22,1,0.2,9,141,1
Summit Health Center,Urban,84,1,1,8,4,0.5,3,29,4
Springfield General Hospital,Urban,90,6,5,14,4,1.0,1,9,4
Northside Community Hospital,Rural,14,2,6,0,1,0.2,0,225,1
St. Mary’s Regional Health,Rural,11,8,2,21,2,0.3333333333333333,3,100,2
Springfield General Hospital,Urban,159,2,5,14,4,1.0,9,18,4
Northside Community Hospital,Rural,34,6,3,21,2,0.25,3,74,3
Riverside Medical Center,Urban,178,8,0,15,3,0.3333333333333333,6,64,3
St. Mary’s Regional Health,Rural,38,6,6,12,2,0.25,2,98,2
St. Mary’s Regional Health,Rural,40,10,3,11,4,1.0,3,16,4
Summit Health Center,Urban,98,11,2,5,1,0.2,6,116,1
Northside Community Hospital,Rural,37,9,4,20,4,1.0,1,11,4
Springfield General Hospital,Urban,164,5,2,0,3,0.25,5,31,4
Northside Community Hospital,Rural,29,2,5,21,4,0.5,0,34,4
St. Mary’s Regional Health,Rural,29,2,6,10,1,0.25,2,162,1
Summit Health Center,Urban,69,3,4,19,1,0.2,7,157,1
Springfield General Hospital,Urban,108,7,3,18,1,0.25,8,198,1
Summit Health Center,Urban,133,3,6,7,3,0.3333333333333333,6,34,4
Springfield General Hospital,Urban,77,12,3,0,3,0.3333333333333333,6,53,3
Riverside Medical Center,Urban,79,11,6,18,3,0.25,8,19,4
Springfield General Hospital,Urban,61,2,5,22,1,0.2,1,217,1
Springfield General Hospital,Urban,173,1,0,21,1,0.2,6,289,1
St. Mary’s Regional Health,Rural,48,10,5,12,2,0.25,0,134,1
Summit Health Center,Urban,127,5,4,0,2,0.25,10,91,2
Summit Health Center,Urban,160,2,6,12,1,0.25,4,132,1
Northside Community Hospital,Rural,20,2,3,13,1,0.25,2,247,1
Springfield General Hospital,Urban,76,3,1,13,4,0.5,4,23,4
Summit Health Center,Urban,50,10,4,16,1,0.2,4,181,1
Riverside Medical Center,Urban,120,4,0,16,4,0.5,2,17,4
St. Mary’s Regional Health,Rural,12,11,6,5,3,0.3333333333333333,1,21,4
Summit Health Center,Urban,87,9,4,6,3,0.3333333333333333,4,25,4
Riverside Medical Center,Urban,149,10,0,23,4,1.0,2,12,5
Northside Community Hospital,Rural,27,3,2,7,3,0.3333333333333333,3,25,4
Riverside Medical Center,Urban,177,12,0,1,3,0.3333333333333333,9,72,3
Springfield General Hospital,Urban,52,3,4,7,3,0.25,6,65,3
Springfield General Hospital,Urban,178,5,3,8,4,1.0,4,15,5
Riverside Medical Center,Urban,86,1,1,2,4,1.0,9,16,4
Riverside Medical Center,Urban,181,8,3,4,1,0.2,10,227,1
Riverside Medical Center,Urban,139,12,3,22,3,0.25,3,76,2
Riverside Medical Center,Urban,132,3,4,6,4,1.0,10,22,5
Summit Health Center,Urban,196,11,6,22,4,1.0,1,12,5
Riverside Medical Center,Urban,138,12,4,18,2,0.3333333333333333,1,124,1
Northside Community Hospital,Rural,40,8,2,19,2,0.3333333333333333,1,91,2
St. Mary’s Regional Health,Rural,37,11,5,2,1,0.2,2,106,2
Summit Health Center,Urban,156,8,0,8,1,0.25,4,181,1
St. Mary’s Regional Health,Rural,20,8,4,5,2,0.3333333333333333,1,102,1
Northside Community Hospital,Rural,12,2,5,0,2,0.25,1,175,1
Springfield General Hospital,Urban,94,9,2,18,2,0.25,6,45,4
Springfield General Hospital,Urban,51,1,1,20,4,0.5,10,35,4
St. Mary’s Regional Health,Rural,10,1,6,13,4,1.0,1,15,4
Springfield General Hospital,Urban,157,2,1,14,3,0.3333333333333333,6,51,3
Northside Community Hospital,Rural,32,1,6,5,2,0.3333333333333333,0,36,4
Summit Health Center,Urban,78,9,0,10,4,1.0,9,28,4
St. Mary’s Regional Health,Rural,25,7,0,4,1,0.2,1,246,1
Northside Community Hospital,Rural,37,3,3,6,2,0.3333333333333333,2,63,3
Summit Health Center,Urban,128,5,1,5,3,0.3333333333333333,2,30,4
Riverside Medical Center,Urban,79,6,2,5,2,0.25,5,58,3
Springfield General Hospital,Urban,79,6,3,22,4,0.5,7,24,4
Riverside Medical Center,Urban,108,5,0,22,2,0.3333333333333333,6,92,2
Riverside Medical Center,Urban,150,6,2,7,4,1.0,10,22,5
Springfield General Hospital,Urban,183,8,4,3,2,0.3333333333333333,6,148,1
Summit Health Center,Urban,114,11,2,12,3,0.25,1,25,5
Summit Health Center,Urban,179,2,6,22,4,1.0,4,14,5
Springfield General Hospital,Urban,145,8,5,18,4,0.5,2,21,4
St. Mary’s Regional Health,Rural,26,3,6,2,1,0.2,3,147,1
Riverside Medical Center,Urban,75,9,1,18,4,1.0,9,9,5
Springfield General Hospital,Urban,78,4,6,21,2,0.3333333333333333,9,76,3
Northside Community Hospital,Rural,18,12,0,14,4,0.5,2,38,4
Riverside Medical Center,Urban,158,5,4,21,1,0.25,10,203,1
St. Mary’s Regional Health,Rural,35,2,2,18,1,0.2,1,145,1
St. Mary’s Regional Health,Rural,21,12,6,11,3,0.25,1,38,4
Northside Community Hospital,Rural,47,9,3,5,1,0.2,3,125,1
St. Mary’s Regional Health,Rural,27,10,1,20,3,0.3333333333333333,2,36,4
Springfield General Hospital,Urban,66,11,4,0,1,0.25,5,196,1
Springfield General Hospital,Urban,162,8,5,12,3,0.3333333333333333,8,54,3
Northside Community Hospital,Rural,26,12,1,23,3,0.3333333333333333,1,52,4
St. Mary’s Regional Health,Rural,22,4,2,8,4,0.5,3,28,4
Riverside Medical Center,Urban,184,9,6,14,3,0.25,4,17,4
St. Mary’s Regional Health,Rural,10,8,1,10,4,1.0,1,12,5
Northside Community Hospital,Rural,27,2,0,14,4,1.0,0,27,4
Springfield General Hospital,Urban,73,1,4,15,2,0.3333333333333333,5,94,2
Springfield General Hospital,Urban,155,2,5,4,2,0.25,4,141,1
Summit Health Center,Urban,197,4,3,0,2,0.25,10,86,2
Riverside Medical Center,Urban,153,9,2,19,2,0.3333333333333333,1,111,1
Riverside Medical Center,Urban,146,7,6,20,1,0.25,10,122,1
St. Mary’s Regional Health,Rural,30,9,4,2,4,0.5,0,24,4
Northside Community Hospital,Rural,22,1,2,21,4,1.0,1,17,4
Summit Health Center,Urban,120,2,0,9,3,0.3333333333333333,5,45,3
Riverside Medical Center,Urban,76,11,4,10,3,0.3333333333333333,1,38,4
Springfield General Hospital,Urban,117,8,4,16,1,0.2,3,233,1
Riverside Medical Center,Urban,59,8,0,13,4,0.5,8,27,4
Summit Health Center,Urban,180,11,5,4,2,0.3333333333333333,3,77,3
St. Mary’s Regional Health,Rural,49,1,4,2,3,0.3333333333333333,2,59,3
Riverside Medical Center,Urban,166,7,1,0,4,1.0,5,18,5
Northside Community Hospital,Rural,18,9,6,11,3,0.3333333333333333,3,21,5
Riverside Medical Center,Urban,82,1,6,19,1,0.25,1,143,1
Riverside Medical Center,Urban,121,6,3,16,3,0.25,6,28,4
Northside Community Hospital,Rural,36,5,1,7,1,0.2,3,149,1
Northside Community Hospital,Rural,45,7,5,23,2,0.25,2,73,3
Summit Health Center,Urban,103,8,0,2,3,0.25,7,42,4
Summit Health Center,Urban,153,12,4,8,2,0.25,7,122,1
Northside Community Hospital,Rural,23,10,3,23,1,0.25,0,116,2
Riverside Medical Center,Urban,104,5,5,6,3,0.3333333333333333,8,18,4
St. Mary’s Regional Health,Rural,25,10,5,15,4,0.5,3,12,4
Summit Health Center,Urban,123,10,6,19,4,0.5,1,18,4
St. Mary’s Regional Health,Rural,43,8,3,10,1,0.25,2,153,1
Springfield General Hospital,Urban,132,2,4,17,1,0.2,7,181,1
St. Mary’s Regional Health,Rural,38,9,1,17,2,0.25,2,53,3
Riverside Medical Center,Urban,71,3,0,18,2,0.3333333333333333,3,101,2
Northside Community Hospital,Rural,33,12,6,20,3,0.3333333333333333,2,49,3
St. Mary’s Regional Health,Rural,16,7,3,9,3,0.3333333333333333,2,23,4
Summit Health Center,Urban,130,12,1,19,2,0.25,5,95,2
Summit Health Center,Urban,69,2,3,17,4,0.5,2,31,4
Summit Health Center,Urban,57,6,5,1,3,0.3333333333333333,4,35,4
St. Mary’s Regional Health,Rural,29,6,1,21,4,1.0,0,21,4
St. Mary’s Regional Health,Rural,17,10,2,21,2,0.3333333333333333,2,42,4
Riverside Medical Center,Urban,127,12,4,23,3,0.25,2,80,2
Northside Community Hospital,Rural,32,9,3,19,1,0.25,3,128,1
St. Mary’s Regional Health,Rural,43,9,6,1,1,0.2,1,110,2
Summit Health Center,Urban,195,7,0,8,3,0.25,5,58,3
St. Mary’s Regional Health,Rural,18,2,5,19,2,0.25,3,118,1
Summit Health Center,Urban,137,8,3,22,2,0.3333333333333333,4,136,1
Springfield General Hospital,Urban,124,7,5,13,4,1.0,10,15,4
Northside Community Hospital,Rural,38,6,1,20,1,0.25,1,128,1
Riverside Medical Center,Urban,138,7,2,20,1,0.25,8,220,1
Springfield General Hospital,Urban,176,12,1,1,2,0.3333333333333333,2,90,2
Northside Community Hospital,Rural,47,8,3,13,2,0.3333333333333333,2,62,3
Riverside Medical Center,Urban,135,11,0,19,2,0.3333333333333333,10,84,3
Springfield General Hospital,Urban,181,8,4,7,1,0.2,3,178,1
St. Mary’s Regional Health,Rural,35,7,4,8,2,0.25,0,108,1
Riverside Medical Center,Urban,64,4,4,0,3,0.25,7,37,3
Summit Health Center,Urban,83,9,5,23,2,0.3333333333333333,4,53,3
Northside Community Hospital,Rural,29,6,1,9,2,0.25,3,156,1
St. Mary’s Regional Health,Rural,37,1,6,10,2,0.25,2,88,2
Summit Health Center,Urban,182,8,3,7,1,0.2,2,213,1
Northside Community Hospital,Rural,44,5,1,2,3,0.3333333333333333,1,34,3
Springfield General Hospital,Urban,94,1,5,21,3,0.3333333333333333,10,23,5
St. Mary’s Regional Health,Rural,32,11,6,1,2,0.3333333333333333,2,39,4
St. Mary’s Regional Health,Rural,33,10,6,8,1,0.2,2,92,2
Summit Health Center,Urban,94,11,0,3,3,0.3333333333333333,10,42,3
St. Mary’s Regional Health,Rural,16,9,4,13,2,0.3333333333333333,0,86,2
Northside Community Hospital,Rural,50,4,1,21,1,0.2,1,130,1
Springfield General Hospital,Urban,152,8,3,12,1,0.25,5,252,1
St. Mary’s Regional Health,Rural,17,9,1,17,4,1.0,3,11,5
Springfield General Hospital,Urban,172,6,4,21,4,1.0,6,18,5
Springfield General Hospital,Urban,143,3,2,4,1,0.2,4,83,2
St. Mary’s Regional Health,Rural,18,3,5,8,1,0.2,3,70,3
St. Mary’s Regional Health,Rural,46,6,4,23,2,0.25,0,53,3
Riverside Medical Center,Urban,97,8,1,3,2,0.25,7,115,1
Summit Health Center,Urban,139,3,6,2,1,0.2,3,77,2
Northside Community Hospital,Rural,13,5,1,12,3,0.25,2,44,4
Northside Community Hospital,Rural,36,5,0,11,4,0.5,0,30,4
Northside Community Hospital,Rural,43,4,1,14,1,0.2,3,133,1
Springfield General Hospital,Urban,157,11,6,20,2,0.3333333333333333,3,35,4
Springfield General Hospital,Urban,186,10,1,9,2,0.25,1,93,2
St. Mary’s Regional Health,Rural,18,3,2,7,1,0.25,2,77,2
Springfield General Hospital,Urban,125,8,3,19,3,0.25,3,45,4
Northside Community Hospital,Rural,44,10,4,9,4,0.5,2,28,4
Summit Health Center,Urban,93,11,3,2,2,0.3333333333333333,7,92,2
Northside Community Hospital,Rural,14,6,0,19,4,0.5,2,40,3
St. Mary’s Regional Health,Rural,20,2,4,18,3,0.3333333333333333,3,59,3
St. Mary’s Regional Health,Rural,43,8,2,10,1,0.2,2,145,1
Northside Community Hospital,Rural,33,2,5,7,4,1.0,3,31,4
Northside Community Hospital,Rural,33,6,0,20,4,1.0,0,23,4
Springfield General Hospital,Urban,119,8,0,2,3,0.3333333333333333,5,42,4
Northside Community Hospital,Rural,28,7,4,5,1,0.25,3,233,1
Summit Health Center,Urban,186,5,1,22,1,0.2,4,137,1
Riverside Medical Center,Urban,182,4,1,2,1,0.2,5,143,1
Summit Health Center,Urban,169,12,6,19,2,0.25,3,98,2
Northside Community Hospital,Rural,33,10,5,16,2,0.3333333333333333,0,64,2
Springfield General Hospital,Urban,196,6,5,3,2,0.3333333333333333,4,58,3
Northside Community Hospital,Rural,30,11,1,19,1,0.25,1,183,1
Summit Health Center,Urban,117,4,3,13,1,0.25,5,174,1
St. Mary’s Regional Health,Rural,41,10,5,1,3,0.25,1,48,3
Springfield General Hospital,Urban,109,12,2,8,2,0.3333333333333333,6,155,1
Riverside Medical Center,Urban,88,5,6,5,1,0.2,4,120,1
Summit Health Center,Urban,146,11,2,22,2,0.25,8,72,3
Springfield General Hospital,Urban,107,3,3,11,2,0.3333333333333333,10,45,3
Springfield General Hospital,Urban,129,1,6,20,3,0.25,1,62,3
Riverside Medical Center,Urban,89,10,6,14,1,0.25,5,104,1
Northside Community Hospital,Rural,10,10,1,1,3,0.3333333333333333,1,20,4
Northside Community Hospital,Rural,18,11,1,6,4,1.0,0,20,4
Northside Community Hospital,Rural,36,6,4,18,2,0.25,0,131,1
Summit Health Center,Urban,80,10,4,2,3,0.25,6,52,3
Northside Community Hospital,Rural,20,1,3,20,4,1.0,0,29,4
Riverside Medical Center,Urban,184,2,4,12,1,0.2,3,288,1
Riverside Medical Center,Urban,58,7,2,14,1,0.2,3,110,1
Riverside Medical Center,Urban,137,11,1,15,3,0.25,8,60,3
Springfield General Hospital,Urban,84,10,6,18,3,0.3333333333333333,2,32,4
Northside Community Hospital,Rural,26,6,5,23,4,0.5,0,23,4
Riverside Medical Center,Urban,86,11,6,1,4,1.0,10,10,5
Springfield General Hospital,Urban,54,1,0,0,3,0.3333333333333333,1,39,4
Springfield General Hospital,Urban,89,8,5,7,1,0.25,4,128,1
St. Mary’s Regional Health,Rural,30,11,2,14,2,0.3333333333333333,3,62,3
Northside Community Hospital,Rural,22,8,1,19,1,0.2,1,189,1
Northside Community Hospital,Rural,24,6,5,17,1,0.25,2,143,1
St. Mary’s Regional Health,Rural,27,4,0,0,4,0.5,1,22,4
Springfield General Hospital,Urban,152,2,4,1,2,0.3333333333333333,10,89,2
Springfield General Hospital,Urban,130,11,1,21,1,0.2,4,114,1
Summit Health Center,Urban,194,9,1,20,1,0.25,9,146,1
St. Mary’s Regional Health,Rural,33,1,1,19,3,0.25,3,78,3
St. Mary’s Regional Health,Rural,17,12,0,3,2,0.3333333333333333,0,117,1
Springfield General Hospital,Urban,182,8,3,15,3,0.3333333333333333,2,39,4
Riverside Medical Center,Urban,153,3,4,3,4,0.5,3,21,4
Summit Health Center,Urban,116,6,1,1,1,0.2,10,165,1
Summit Health Center,Urban,91,10,0,4,4,1.0,10,19,5
Riverside Medical Center,Urban,179,3,1,1,2,0.3333333333333333,3,64,3
Riverside Medical Center,Urban,170,7,5,0,3,0.3333333333333333,6,35,4
St. Mary’s Regional Health,Rural,24,12,0,13,4,1.0,1,28,4
Northside Community Hospital,Rural,35,1,2,13,2,0.3333333333333333,3,111,1
Summit Health Center,Urban,76,2,1,11,1,0.2,7,134,1
Springfield General Hospital,Urban,61,11,3,0,1,0.2,10,155,1
Summit Health Center,Urban,68,7,1,16,2,0.3333333333333333,10,89,2
Northside Community Hospital,Rural,47,3,5,11,4,1.0,1,15,5
Summit Health Center,Urban,191,9,6,5,1,0.2,2,82,3
St. Mary’s Regional Health,Rural,37,9,6,10,2,0.3333333333333333,2,63,2
St. Mary’s Regional Health,Rural,30,4,4,9,4,1.0,3,18,5
St. Mary’s Regional Health,Rural,45,6,3,8,4,1.0,1,12,5
Springfield General Hospital,Urban,126,7,4,20,1,0.25,1,209,1
Riverside Medical Center,Urban,64,10,1,9,3,0.3333333333333333,4,30,4
St. Mary’s Regional Health,Rural,35,9,0,1,2,0.3333333333333333,2,77,3
Springfield General Hospital,Urban,115,12,0,3,3,0.25,6,70,3
St. Mary’s Regional Health,Rural,26,9,3,10,1,0.2,3,143,1
Riverside Medical Center,Urban,164,5,4,19,3,0.3333333333333333,6,60,3
Springfield General Hospital,Urban,177,12,3,13,3,0.3333333333333333,3,42,3
Northside Community Hospital,Rural,50,8,3,23,1,0.2,3,189,1
St. Mary’s Regional Health,Rural,29,9,6,16,2,0.25,3,68,3
Summit Health Center,Urban,58,6,0,17,3,0.3333333333333333,7,38,4
Summit Health Center,Urban,196,9,2,9,4,0.5,2,15,5
Summit Health Center,Urban,124,1,1,7,1,0.2,3,188,1
Riverside Medical Center,Urban,146,10,1,19,3,0.3333333333333333,3,25,4
Riverside Medical Center,Urban,172,11,4,22,2,0.3333333333333333,2,63,3
Northside Community Hospital,Rural,18,1,6,10,3,0.25,1,32,4
Summit Health Center,Urban,60,5,2,18,1,0.2,4,219,1
Summit Health Center,Urban,146,8,4,5,3,0.25,9,55,3
St. Mary’s Regional Health,Rural,40,4,4,22,2,0.25,3,117,1
Northside Community Hospital,Rural,19,1,5,18,3,0.25,0,50,4
Northside Community Hospital,Rural,17,6,5,17,4,0.5,2,29,4
St. Mary’s Regional Health,Rural,44,2,6,14,4,0.5,0,29,4
Summit Health Center,Urban,82,2,3,16,2,0.3333333333333333,4,89,2
St. Mary’s Regional Health,Rural,37,7,5,4,4,0.5,0,23,4
Riverside Medical Center,Urban,167,4,0,23,3,0.3333333333333333,3,32,4
Springfield General Hospital,Urban,126,1,0,3,1,0.25,2,324,1
Summit Health Center,Urban,68,4,1,21,2,0.3333333333333333,10,87,2
Springfield General Hospital,Urban,143,9,0,3,4,1.0,1,8,4
Northside Community Hospital,Rural,42,3,1,17,1,0.25,1,137,1
Northside Community Hospital,Rural,12,12,1,16,4,1.0,2,24,4
St. Mary’s Regional Health,Rural,43,5,1,22,2,0.25,3,98,2
Springfield General Hospital,Urban,105,7,1,6,3,0.3333333333333333,7,50,4
Summit Health Center,Urban,178,7,5,8,1,0.25,10,163,1
Summit Health Center,Urban,129,10,5,20,2,0.25,3,89,2
Springfield General Hospital,Urban,83,12,6,11,4,1.0,9,10,5
Springfield General Hospital,Urban,79,4,6,21,1,0.2,5,72,3
Springfield General Hospital,Urban,114,2,3,6,2,0.25,3,173,1
Springfield General Hospital,Urban,64,12,6,18,4,0.5,10,8,5
Summit Health Center,Urban,160,9,0,12,4,0.5,1,24,4
Springfield General Hospital,Urban,59,1,1,10,3,0.25,6,50,3
Springfield General Hospital,Urban,174,7,0,23,1,0.2,5,218,1
Riverside Medical Center,Urban,107,11,6,19,1,0.2,1,114,1
Northside Community Hospital,Rural,21,10,6,1,3,0.25,0,39,4
Summit Health Center,Urban,164,2,4,6,1,0.2,9,168,1
Riverside Medical Center,Urban,156,7,5,16,2,0.3333333333333333,10,63,3
St. Mary’s Regional Health,Rural,17,12,2,2,3,0.25,3,45,3
Summit Health Center,Urban,63,9,6,7,4,0.5,10,6,5
St. Mary’s Regional Health,Rural,15,8,4,17,3,0.25,3,42,4
Summit Health Center,Urban,151,6,5,9,3,0.3333333333333333,5,24,4
Riverside Medical Center,Urban,153,3,0,6,2,0.3333333333333333,9,105,1
Northside Community Hospital,Rural,28,6,0,5,1,0.2,3,243,1
Springfield General Hospital,Urban,104,9,3,13,4,1.0,10,7,4
Northside Community Hospital,Rural,36,2,3,16,3,0.3333333333333333,2,63,3
St. Mary’s Regional Health,Rural,44,12,2,11,1,0.2,0,166,1
Summit Health Center,Urban,133,12,0,17,2,0.25,8,136,1
St. Mary’s Regional Health,Rural,45,2,3,0,4,1.0,2,15,5
Springfield General Hospital,Urban,176,9,0,21,4,1.0,4,16,4
Summit Health Center,Urban,125,8,5,10,1,0.25,1,154,1
Riverside Medical Center,Urban,194,6,1,10,2,0.3333333333333333,2,98,1
Northside Community Hospital,Rural,15,4,4,0,1,0.2,0,156,1
Northside Community Hospital,Rural,22,4,0,11,4,1.0,2,15,4
St. Mary’s Regional Health,Rural,37,3,0,3,2,0.3333333333333333,2,85,2
St. Mary’s Regional Health,Rural,39,10,0,3,3,0.25,0,41,4
St. Mary’s Regional Health,Rural,50,12,0,6,1,0.2,3,336,1
Springfield General Hospital,Urban,52,6,0,11,2,0.3333333333333333,10,79,2
Springfield General Hospital,Urban,114,6,3,17,2,0.3333333333333333,4,74,3
Riverside Medical Center,Urban,142,4,5,9,4,1.0,8,4,5
Summit Health Center,Urban,168,12,3,18,2,0.3333333333333333,7,111,1
Summit Health Center,Urban,75,8,3,4,3,0.3333333333333333,4,33,4
Summit Health Center,Urban,147,12,5,16,3,0.3333333333333333,6,46,4
Summit Health Center,Urban,199,2,2,1,4,1.0,5,17,4
Northside Community Hospital,Rural,32,4,5,23,1,0.25,0,99,2
St. Mary’s Regional Health,Rural,39,2,2,10,4,0.5,0,24,4
St. Mary’s Regional Health,Rural,22,8,3,3,3,0.3333333333333333,3,44,4
Summit Health Center,Urban,59,11,2,23,4,0.5,3,26,5
Riverside Medical Center,Urban,183,10,1,18,3,0.3333333333333333,6,34,4
Summit Health Center,Urban,99,12,0,12,4,1.0,9,29,4
Riverside Medical Center,Urban,176,1,5,8,4,0.5,2,20,4
Northside Community Hospital,Rural,34,7,0,2,4,0.5,3,33,4
Springfield General Hospital,Urban,76,2,1,21,2,0.3333333333333333,6,130,1
Riverside Medical Center,Urban,63,10,3,4,3,0.3333333333333333,8,35,4
Northside Community Hospital,Rural,39,9,3,14,2,0.3333333333333333,2,55,3
St. Mary’s Regional Health,Rural,38,4,3,0,1,0.25,1,204,1
Riverside Medical Center,Urban,134,7,5,13,1,0.25,2,167,1
Riverside Medical Center,Urban,154,7,5,16,4,0.5,6,12,4
Springfield General Hospital,Urban,76,8,3,17,1,0.2,5,135,1
Riverside Medical Center,Urban,112,8,5,5,1,0.2,6,132,1
Summit Health Center,Urban,64,4,0,14,3,0.25,3,57,3
St. Mary’s Regional Health,Rural,33,2,1,10,2,0.25,3,124,1
Riverside Medical Center,Urban,121,4,6,3,2,0.25,10,76,2
Riverside Medical Center,Urban,197,9,5,8,2,0.25,10,88,2
Northside Community Hospital,Rural,48,10,3,3,1,0.25,1,93,2
Springfield General Hospital,Urban,134,8,4,15,3,0.3333333333333333,4,55,3
Northside Community Hospital,Rural,11,5,5,20,2,0.25,2,90,2
Northside Community Hospital,Rural,41,10,4,1,2,0.3333333333333333,3,76,2
Riverside Medical Center,Urban,165,9,5,1,2,0.3333333333333333,4,72,3
Riverside Medical Center,Urban,122,7,0,10,2,0.25,2,133,1
Riverside Medical Center,Urban,144,8,6,3,1,0.2,2,140,1
